year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2017,Good,Biens,TC,15,899522.15,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2017,Construction,Construction,TC,0,0,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2017,Service,Services,TN,12,1260402.23,682500.00,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2017,Good,Biens,TN,6,341736.05,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2017,Construction,Construction,TN,0,0,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Service,Services,TC,9,650069.26,6302.18,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Good,Biens,TC,7,666598.44,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Construction,Construction,TC,0,0,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Service,Services,TN,16,679415.87,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Good,Biens,TN,6,306586.54,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2021,Construction,Construction,TN,0,0,0,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
2020,Service,Services,TC,14,893420.61,114528.09,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Good,Biens,TC,2,134339.25,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Construction,Construction,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Service,Services,ST,1,325217.81,1241994.27,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Good,Biens,ST,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Construction,Construction,ST,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Service,Services,OB,36,4649173.30,8540271.48,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Good,Biens,OB,15,867076.43,24473.20,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Construction,Construction,OB,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Service,Services,TN,44,1662521.87,-13975.0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Good,Biens,TN,6,244818.80,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Construction,Construction,TN,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Service,Services,AC,3,290548.8,73500,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Good,Biens,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2020,Construction,Construction,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Service,Services,OB,39,3131707.90,6789879.11,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Good,Biens,OB,15,1963678.81,27834.97,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Construction,Construction,OB,1,10572.19,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Service,Services,TC,13,523670.60,482756.43,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Good,Biens,TC,0,0,70166.58,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Construction,Construction,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Service,Services,AC,0,0,324880.48,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Good,Biens,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Construction,Construction,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Service,Services,TN,34,810404.31,127456.10,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Good,Biens,TN,10,552561.79,41268.25,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Construction,Construction,TN,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Service,Services,TC,19,876425.73,489328.73,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Good,Biens,TC,2,34018.04,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Construction,Construction,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Service,Services,OB,64,10765153.97,3863884.39,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Good,Biens,OB,24,1735844.90,311934.89,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Construction,Construction,OB,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Service,Services,AC,4,468906.15,248643.9,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Good,Biens,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Construction,Construction,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Service,Services,TN,32,674223.67,16657.09,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Good,Biens,TN,7,108352.27,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2018,Construction,Construction,TN,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Service,Services,OB,16,2732696.70,3079686.46,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Good,Biens,OB,8,446875.05,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Construction,Construction,OB,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Service,Services,TN,30,1214335.82,90444.76,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Good,Biens,TN,4,98818.99,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Construction,Construction,TN,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Service,Services,AC,8,812322.19,68978.64,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Good,Biens,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Construction,Construction,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Service,Services,TC,28,1249005.50,83853.62,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Good,Biens,TC,14,1196986.40,4.2,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Construction,Construction,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Service,Services,ST,6,1977500,2088600,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Good,Biens,ST,1,24144.75,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2021,Construction,Construction,ST,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Service,Services,OB,72,10974743.12,6591554.12,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Good,Biens,OB,14,2477914.56,-45704.0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Construction,Construction,OB,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Service,Services,AC,7,2049235.5,157500.0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Good,Biens,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Construction,Construction,AC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Service,Services,TC,11,934425.16,188186.43,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Good,Biens,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Construction,Construction,TC,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Service,Services,TN,54,1073369.93,78582.7,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Good,Biens,TN,22,697308.19,22654.5,Canada Energy Regulator,La Régie de l’énergie du Canada
2017,Construction,Construction,TN,0,0,0,Canada Energy Regulator,La Régie de l’énergie du Canada
2019,Service,Services,OB,312,53935784.94,34508360.86,Canada Revenue Agency,Agence du revenu du Canada
2019,Good,Biens,OB,105,16907228.58,31208295.61,Canada Revenue Agency,Agence du revenu du Canada
2019,Construction,Construction,OB,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2019,Service,Services,TC,47,1261376.30,94636.26,Canada Revenue Agency,Agence du revenu du Canada
2019,Good,Biens,TC,10,312753.80,140391.2,Canada Revenue Agency,Agence du revenu du Canada
2019,Construction,Construction,TC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2019,Service,Services,TN,143,8980333.77,4203513.99,Canada Revenue Agency,Agence du revenu du Canada
2019,Good,Biens,TN,49,2323390.21,1355983.78,Canada Revenue Agency,Agence du revenu du Canada
2019,Construction,Construction,TN,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2019,Service,Services,AC,8,780681.06,45426.0,Canada Revenue Agency,Agence du revenu du Canada
2019,Good,Biens,AC,1,10543.36,67122.0,Canada Revenue Agency,Agence du revenu du Canada
2019,Construction,Construction,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2020,Service,Services,TC,31,4887802.13,366588.90,Canada Revenue Agency,Agence du revenu du Canada
2020,Good,Biens,TC,13,1142251.87,202966.95,Canada Revenue Agency,Agence du revenu du Canada
2020,Construction,Construction,TC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2020,Service,Services,TN,133,8960612.74,2457786.08,Canada Revenue Agency,Agence du revenu du Canada
2020,Good,Biens,TN,49,1851487.93,317431.79,Canada Revenue Agency,Agence du revenu du Canada
2020,Construction,Construction,TN,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2020,Service,Services,OB,374,75433369.103297,57383771.76125,Canada Revenue Agency,Agence du revenu du Canada
2020,Good,Biens,OB,99,12472054.8503,37821949.03,Canada Revenue Agency,Agence du revenu du Canada
2020,Construction,Construction,OB,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2020,Service,Services,AC,9,404568.25,40137.6,Canada Revenue Agency,Agence du revenu du Canada
2020,Good,Biens,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2020,Construction,Construction,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2018,Service,Services,OB,394,62222753.72,76752435.15,Canada Revenue Agency,Agence du revenu du Canada
2018,Good,Biens,OB,89,11104757.42,28649034.39,Canada Revenue Agency,Agence du revenu du Canada
2018,Construction,Construction,OB,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2018,Service,Services,TN,92,10591438.83,12780231.64,Canada Revenue Agency,Agence du revenu du Canada
2018,Good,Biens,TN,49,2116604.26,23026.27,Canada Revenue Agency,Agence du revenu du Canada
2018,Construction,Construction,TN,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2018,Service,Services,TC,26,965761.55,717596.38,Canada Revenue Agency,Agence du revenu du Canada
2018,Good,Biens,TC,36,7738759.41,3860134.20,Canada Revenue Agency,Agence du revenu du Canada
2018,Construction,Construction,TC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2018,Service,Services,AC,6,144138.8,-27201.26,Canada Revenue Agency,Agence du revenu du Canada
2018,Good,Biens,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2018,Construction,Construction,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2017,Service,Services,OB,279,46526342.82,8538933.16,Canada Revenue Agency,Agence du revenu du Canada
2017,Good,Biens,OB,107,9763075.21,1632053.26,Canada Revenue Agency,Agence du revenu du Canada
2017,Construction,Construction,OB,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2017,Service,Services,TC,26,587084.67,242852.48,Canada Revenue Agency,Agence du revenu du Canada
2017,Good,Biens,TC,10,555388.47,2371519.53,Canada Revenue Agency,Agence du revenu du Canada
2017,Construction,Construction,TC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2017,Service,Services,TN,79,5050588.84,251026.99,Canada Revenue Agency,Agence du revenu du Canada
2017,Good,Biens,TN,47,3039842.68,17664431.29,Canada Revenue Agency,Agence du revenu du Canada
2017,Construction,Construction,TN,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2017,Service,Services,AC,10,1971613.28,1275096.18,Canada Revenue Agency,Agence du revenu du Canada
2017,Good,Biens,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2017,Construction,Construction,AC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2021,Service,Services,OB,280,59726112.6751,8701329.0199,Canada Revenue Agency,Agence du revenu du Canada
2021,Good,Biens,OB,72,8327319.0701,20041188.93,Canada Revenue Agency,Agence du revenu du Canada
2021,Construction,Construction,OB,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2021,Service,Services,TN,98,11236077.07999,115288.58,Canada Revenue Agency,Agence du revenu du Canada
2021,Good,Biens,TN,29,1106393.29,367139.97,Canada Revenue Agency,Agence du revenu du Canada
2021,Construction,Construction,TN,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2021,Service,Services,TC,21,1740255.11,53608.50,Canada Revenue Agency,Agence du revenu du Canada
2021,Good,Biens,TC,4,313732.25,0,Canada Revenue Agency,Agence du revenu du Canada
2021,Construction,Construction,TC,0,0,0,Canada Revenue Agency,Agence du revenu du Canada
2021,Service,Services,AC,4,118156.23,0,Canada Revenue Agency,Agence du revenu du Canada
