year,commodity_type_en,commodity_type_fr,contracts_count,original_value,amendment_value,department_en,department_fr
2019,Service,Services,79,267337.3,6619.68,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2019,Good,Biens,73,247927.43,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2019,Construction,Construction,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2020,Service,Services,44,196165.59,149.47,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2020,Good,Biens,30,118282.61,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2020,Construction,Construction,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2017,Service,Services,49,123222.15,9472.23,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2017,Good,Biens,14,51491.08,101.7,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2017,Construction,Construction,0,0,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2017,Service,Services,78,284961,24750,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Good,Biens,37,141600,-5378,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Construction,Construction,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2018,Service,Services,91,207276.5,25749.84,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2018,Good,Biens,42,129323.79,-4396.81,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2018,Construction,Construction,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2019,Service,Services,53,147643.35,4151.91,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2019,Good,Biens,40,132190.95,6300.18,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2019,Construction,Construction,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2020,Service,Services,59,181064.06,-66157.99,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2020,Good,Biens,20,63089.17,2430.63,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2020,Construction,Construction,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Service,Services,179,550588.95,31960.45,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2017,Good,Biens,212,716896.37,30078.32,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2017,Construction,Construction,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Service,Services,160,607620.08,94599.73,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Good,Biens,134,442517.39,63391.63,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Construction,Construction,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2020,Service,Services,67,285148.68,87880.05,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2020,Good,Biens,65,208704.65,6231.44,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2020,Construction,Construction,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2017,Service,Services,6471,11957986.69,1214201.29,Parks Canada,Parcs Canada
2017,Good,Biens,5910,11451046.98,47919.42,Parks Canada,Parcs Canada
2017,Construction,Construction,483,1105824.97,435930.65,Parks Canada,Parcs Canada
2018,Service,Services,6293,11924752.21,1211093.25,Parks Canada,Parcs Canada
2018,Good,Biens,5168,9435156.58,92134.48,Parks Canada,Parcs Canada
2018,Construction,Construction,496,938455.84,465609.01,Parks Canada,Parcs Canada
2019,Service,Services,5457,12918699.56,1080585.9,Parks Canada,Parcs Canada
2019,Good,Biens,5060,10265591.76,91717.63,Parks Canada,Parcs Canada
2019,Construction,Construction,460,1243634.17,525678.64,Parks Canada,Parcs Canada
2020,Service,Services,3926,9090080.21,972214.46,Parks Canada,Parcs Canada
2020,Good,Biens,4011,9192456.17,124786.75,Parks Canada,Parcs Canada
2020,Construction,Construction,386,902301.9,312200.92,Parks Canada,Parcs Canada
2017,Service,Services,94,196257,5755,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Good,Biens,79,114557,-64,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Construction,Construction,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2018,Service,Services,143,406736.12,-9963.38,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2018,Good,Biens,94,184025.19,3368.29,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2018,Construction,Construction,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Service,Services,285,1039431.61,14782.41,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Good,Biens,93,161117.8,4670.41,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Construction,Construction,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2020,Service,Services,175,1076200.74,-77728.22,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2020,Good,Biens,323,258940.49,-11562.73,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2020,Construction,Construction,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Service,Services,57,152633,3322.2,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Good,Biens,62,51696.5,56.5,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Construction,Construction,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Service,Services,63,181178.5,2983.2,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Good,Biens,38,388895.13,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Construction,Construction,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2019,Service,Services,94,292650.81,294910.81,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2019,Good,Biens,78,294300.61,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2019,Construction,Construction,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2020,Service,Services,147,468904.18,100203.37,Privy Council Office,Bureau du Conseil privé
2020,Good,Biens,113,470705.84,45548.17,Privy Council Office,Bureau du Conseil privé
2020,Construction,Construction,2,6656.83,0,Privy Council Office,Bureau du Conseil privé
2017,Service,Services,506,2731069.07,342125.32,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Good,Biens,1014,4993861.84,15897.42,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Construction,Construction,96,396795.27,13309.33,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Service,Services,592,2277689.84,274825.1,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Good,Biens,1216,5811787.93,-8418.11,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Construction,Construction,128,416333.06,3628.35,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Service,Services,453,1536699.2,219468.76,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Good,Biens,1030,4022278.04,11011.17,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Construction,Construction,82,295539.84,29080.8,Public Health Agency of Canada,Agence de la santé publique du Canada
2020,Service,Services,292,848499.26,124172.58,Public Health Agency of Canada,Agence de la santé publique du Canada
2020,Good,Biens,740,2881511.11,30906.3,Public Health Agency of Canada,Agence de la santé publique du Canada
2020,Construction,Construction,57,236810.31,9084.97,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Service,Services,156,436087.51,47103.41,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,65,164812.32,2731.18,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Service,Services,107,303154.73,39402.8,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Good,Biens,56,129077.76,3415.33,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Construction,Construction,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Service,Services,94,246224.53,26300.52,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Good,Biens,71,183426.71,3361.6,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Construction,Construction,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Service,Services,84,288332.36,34362.62,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Good,Biens,73,180893.85,11139.25,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Construction,Construction,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,399,911526.25,151225,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,110,256581.99,26081.81,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,186,571914.77,7215.45,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,52,153982.6,3346.8,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,0,0,0,Public Safety Canada,Sécurité publique Canada
2019,Service,Services,211,538074.24,92359.88,Public Safety Canada,Sécurité publique Canada
2019,Good,Biens,45,145598.65,3453.42,Public Safety Canada,Sécurité publique Canada
2019,Construction,Construction,0,0,0,Public Safety Canada,Sécurité publique Canada
2020,Service,Services,119,468502.07,4107.25,Public Safety Canada,Sécurité publique Canada
2020,Good,Biens,15,57210.65,0,Public Safety Canada,Sécurité publique Canada
2020,Construction,Construction,0,0,0,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,572,1171348.68,9777.34,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Good,Biens,31,138343.53,692.02,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Construction,Construction,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,510,1100405.31,4970,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,15,65437.77,11892.4,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Service,Services,536,1122864,7531.88,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Good,Biens,9,38754.47,2719.5,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Construction,Construction,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Service,Services,368,856538.82,6898.5,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Good,Biens,18,68423.31,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Construction,Construction,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Service,Services,10332,214558913.42,2405578.12,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,1187,14964098.92,389413.74,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,5053,310823278.43,1688588.83,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Service,Services,8555,20592474.96,495945.59,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Good,Biens,1313,4488687.97,97876.2,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Construction,Construction,4896,17814086.94,361343.02,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,10045,18337652.85,1967667.03,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,3132,7216789.12,545182.69,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,5729,15379842.98,1975946.8,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Service,Services,7348,14794472.8,2076149.75,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Good,Biens,1218,3015150.45,282519.52,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Construction,Construction,3343,9208757.48,1137924.32,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,2356,6649019.76,960399.79,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Good,Biens,3151,9289832.23,37565.84,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Construction,Construction,102,680859.63,960399.79,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,1556,4019799.4,418167.58,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,2566,7803283.95,89303.73,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,170,1066786.8,295808.96,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Service,Services,1880,4822360.22,380800.69,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Good,Biens,2496,6911467.77,16899.52,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Construction,Construction,176,1048085.49,255399.3,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Service,Services,1805,5512163.46,284207.22,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Good,Biens,2041,5837055.09,-79813.5,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Construction,Construction,122,719039.89,174197.18,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Service,Services,1077,1783696.94,75078.21,Shared Services Canada,Services partagés Canada
2017,Good,Biens,624,1861708.9,121798.04,Shared Services Canada,Services partagés Canada
2017,Construction,Construction,237,689976.3,4196.6,Shared Services Canada,Services partagés Canada
2018,Service,Services,1135,1711341.02,-235958.06,Shared Services Canada,Services partagés Canada
2018,Good,Biens,565,1827438.84,163022.23,Shared Services Canada,Services partagés Canada
2018,Construction,Construction,243,648365.46,30182.24,Shared Services Canada,Services partagés Canada
2019,Service,Services,1055,1661996.59,-73492.84,Shared Services Canada,Services partagés Canada
2019,Good,Biens,651,1830051.11,75491.73,Shared Services Canada,Services partagés Canada
2019,Construction,Construction,69,191921.45,39354.29,Shared Services Canada,Services partagés Canada
2020,Service,Services,417,1505018.13,-927176.57,Shared Services Canada,Services partagés Canada
2020,Good,Biens,457,1519081.4,53104.81,Shared Services Canada,Services partagés Canada
2020,Construction,Construction,0,0,0,Shared Services Canada,Services partagés Canada
2017,Service,Services,29,46260.63,-859.7,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Good,Biens,20,44137.61,120.35,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Construction,Construction,0,0,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Service,Services,146,361364.58,3998.45,Statistics Canada,Statistique Canada
2017,Good,Biens,206,789389.71,6437.72,Statistics Canada,Statistique Canada
2017,Construction,Construction,0,0,0,Statistics Canada,Statistique Canada
2018,Service,Services,105,304023.43,75.14,Statistics Canada,Statistique Canada
2018,Good,Biens,63,243518.55,316.97,Statistics Canada,Statistique Canada
2018,Construction,Construction,0,0,0,Statistics Canada,Statistique Canada
2019,Service,Services,82,271386.22,285.83,Statistics Canada,Statistique Canada
2019,Good,Biens,66,260123.78,127.13,Statistics Canada,Statistique Canada
2019,Construction,Construction,0,0,0,Statistics Canada,Statistique Canada
2020,Service,Services,59,208543.48,6144.9,Statistics Canada,Statistique Canada
2020,Good,Biens,129,409738.51,314.68,Statistics Canada,Statistique Canada
2020,Construction,Construction,0,0,0,Statistics Canada,Statistique Canada
2018,Service,Services,161,555367.03,34450.64,Status of Women Canada,Condition féminine Canada
2018,Good,Biens,24,78240.45,9221.42,Status of Women Canada,Condition féminine Canada
2018,Construction,Construction,0,0,0,Status of Women Canada,Condition féminine Canada
2018,Service,Services,10,13099.55,3874.15,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2018,Good,Biens,2,3263.58,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2018,Construction,Construction,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Service,Services,946,2511593.4,174233.37,Transport Canada,Transports Canada
2017,Good,Biens,2839,5641792.34,134379.47,Transport Canada,Transports Canada
2017,Construction,Construction,0,0,0,Transport Canada,Transports Canada
2018,Service,Services,1086,3491096.71,153848.35,Transport Canada,Transports Canada
2018,Good,Biens,3324,6910125.59,181407.3,Transport Canada,Transports Canada
2018,Construction,Construction,8,22603.81,0,Transport Canada,Transports Canada
2019,Service,Services,1046,2954764.61,95867.9,Transport Canada,Transports Canada
2019,Good,Biens,3192,6747822.68,92302.91,Transport Canada,Transports Canada
2019,Construction,Construction,85,242239.74,904.48,Transport Canada,Transports Canada
2020,Service,Services,868,2395911.63,66530.67,Transport Canada,Transports Canada
2020,Good,Biens,2896,6627054.25,87620.59,Transport Canada,Transports Canada
2020,Construction,Construction,6,29717.37,0,Transport Canada,Transports Canada
2017,Service,Services,69,309645.81,38182.14,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Good,Biens,23,102206.88,2682.59,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Construction,Construction,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2018,Service,Services,117,380754.56,82714.59,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2018,Good,Biens,41,186363.52,12821.96,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2018,Construction,Construction,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2019,Service,Services,67,293061.03,32665.77,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2019,Good,Biens,27,128925.61,69.93,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2019,Construction,Construction,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2020,Service,Services,40,202246.58,35611.62,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2020,Good,Biens,19,87919.55,-1645.47,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2020,Construction,Construction,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Service,Services,373,542775.62,8155.81,Veterans Affairs Canada,Anciens Combattants Canada
2017,Good,Biens,300,627243.41,0,Veterans Affairs Canada,Anciens Combattants Canada
2017,Construction,Construction,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2018,Service,Services,335,586830.62,6817.58,Veterans Affairs Canada,Anciens Combattants Canada
2018,Good,Biens,261,755658.41,1138.5,Veterans Affairs Canada,Anciens Combattants Canada
2018,Construction,Construction,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2019,Service,Services,429,896421.28,3999.2,Veterans Affairs Canada,Anciens Combattants Canada
2019,Good,Biens,370,878517.01,0,Veterans Affairs Canada,Anciens Combattants Canada
2019,Construction,Construction,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2020,Service,Services,291,496202.3,12050.14,Veterans Affairs Canada,Anciens Combattants Canada
2020,Good,Biens,275,649253.67,0,Veterans Affairs Canada,Anciens Combattants Canada
2020,Construction,Construction,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2017,Service,Services,35,127982.59,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2017,Good,Biens,18,45216.54,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2017,Construction,Construction,0,0,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2018,Service,Services,50,114890.02,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2018,Good,Biens,23,62541.24,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2018,Construction,Construction,0,0,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Service,Services,36,159304.81,1064.51,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Good,Biens,13,89656.38,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Construction,Construction,0,0,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2017,Service,Services,97,388839.08,-40425.83,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2017,Good,Biens,39,140015.8,-10565.48,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2017,Construction,Construction,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Service,Services,132,731856.9,-61183.7,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Good,Biens,33,159871.25,-13939.2,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Construction,Construction,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2020,Service,Services,2,6896.55,0,Yukon Environmental and Socio-economic Assessment Board,Office d’évaluation environnementale et socio-économique du Yukon
2020,Good,Biens,0,0,0,Yukon Environmental and Socio-economic Assessment Board,Office d’évaluation environnementale et socio-économique du Yukon
2020,Construction,Construction,0,0,0,Yukon Environmental and Socio-economic Assessment Board,Office d’évaluation environnementale et socio-économique du Yukon
